zone_id,elapsed_minutes,clock_minutes,wait_only,highest_demand,highest_income,greedy_net_earnings,finite_horizon_value_iteration,q_learning,dqn
175,15,495.0,WAIT,138,93,WAIT,WAIT,WAIT,WAIT
176,15,495.0,WAIT,44,110,WAIT,110,WAIT,WAIT
177,15,495.0,WAIT,186,132,WAIT,132,WAIT,WAIT
178,15,495.0,WAIT,79,245,WAIT,WAIT,WAIT,WAIT
179,15,495.0,WAIT,186,93,8,8,8,138
180,15,495.0,WAIT,132,132,132,132,132,132
181,15,495.0,WAIT,186,245,195,106,195,WAIT
182,15,495.0,WAIT,138,138,199,WAIT,199,WAIT
183,15,495.0,WAIT,138,138,WAIT,WAIT,WAIT,242
184,15,495.0,WAIT,138,138,WAIT,WAIT,WAIT,51
185,15,495.0,WAIT,138,138,199,WAIT,199,WAIT
186,15,495.0,WAIT,WAIT,138,WAIT,WAIT,WAIT,WAIT
187,15,495.0,WAIT,5,1,WAIT,WAIT,WAIT,WAIT
188,15,495.0,WAIT,186,111,WAIT,WAIT,WAIT,WAIT
189,15,495.0,WAIT,186,195,WAIT,WAIT,WAIT,WAIT
190,15,495.0,WAIT,186,245,WAIT,WAIT,WAIT,189
191,15,495.0,WAIT,138,93,93,WAIT,93,WAIT
192,15,495.0,WAIT,262,93,93,93,93,138
193,15,495.0,WAIT,186,138,207,207,207,262
194,15,495.0,WAIT,236,93,207,207,207,207
195,15,495.0,WAIT,186,245,WAIT,WAIT,WAIT,WAIT
196,15,495.0,WAIT,186,93,93,93,93,WAIT
197,15,495.0,WAIT,132,132,132,132,132,216
198,15,495.0,WAIT,186,132,132,132,132,WAIT
199,15,495.0,WAIT,186,93,WAIT,WAIT,WAIT,WAIT
200,15,495.0,WAIT,199,199,WAIT,WAIT,WAIT,220
201,15,495.0,WAIT,27,27,WAIT,WAIT,WAIT,WAIT
202,15,495.0,WAIT,186,93,207,207,207,237
203,15,495.0,WAIT,132,132,132,132,132,219
204,15,495.0,WAIT,23,110,WAIT,WAIT,WAIT,WAIT
205,15,495.0,WAIT,132,132,132,132,132,10
206,15,495.0,WAIT,231,1,WAIT,WAIT,WAIT,WAIT
207,15,495.0,WAIT,186,93,WAIT,WAIT,WAIT,138
208,15,495.0,WAIT,138,93,199,WAIT,199,WAIT
209,15,495.0,WAIT,186,245,105,195,105,33
210,15,495.0,WAIT,39,154,154,154,154,WAIT
211,15,495.0,WAIT,186,138,195,195,195,125
212,15,495.0,WAIT,138,138,199,WAIT,199,WAIT
213,15,495.0,WAIT,138,93,199,199,199,WAIT
214,15,495.0,WAIT,5,110,WAIT,WAIT,WAIT,WAIT
215,15,495.0,WAIT,132,132,132,132,216,216
216,15,495.0,WAIT,132,132,132,132,WAIT,132
217,15,495.0,WAIT,186,33,WAIT,79,WAIT,256
218,15,495.0,WAIT,132,132,132,132,197,219
219,15,495.0,WAIT,132,132,132,132,132,132
220,15,495.0,WAIT,42,199,WAIT,WAIT,WAIT,WAIT
221,15,495.0,WAIT,231,1,WAIT,115,WAIT,115
222,15,495.0,WAIT,132,132,132,WAIT,132,WAIT
223,15,495.0,WAIT,186,93,207,207,207,138
224,15,495.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
225,15,495.0,WAIT,186,226,WAIT,WAIT,WAIT,WAIT
226,15,495.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
227,15,495.0,WAIT,186,245,111,111,111,WAIT
228,15,495.0,WAIT,186,245,111,105,111,WAIT
229,15,495.0,WAIT,186,138,WAIT,207,WAIT,WAIT
230,15,495.0,WAIT,186,138,WAIT,WAIT,186,WAIT
231,15,495.0,WAIT,186,195,195,195,195,33
232,15,495.0,WAIT,186,138,148,WAIT,148,WAIT
233,15,495.0,WAIT,186,138,207,207,207,WAIT
234,15,495.0,WAIT,186,138,199,WAIT,199,249
235,15,495.0,WAIT,138,138,199,WAIT,199,119
236,15,495.0,WAIT,186,138,WAIT,8,WAIT,8
237,15,495.0,WAIT,186,138,207,207,162,199
238,15,495.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
239,15,495.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
240,15,495.0,WAIT,199,199,WAIT,WAIT,WAIT,200
241,15,495.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
242,15,495.0,WAIT,138,138,199,184,199,WAIT
243,15,495.0,WAIT,151,138,199,WAIT,199,WAIT
244,15,495.0,WAIT,236,138,199,199,199,199
245,15,495.0,WAIT,44,1,WAIT,WAIT,WAIT,WAIT
246,15,495.0,WAIT,186,138,199,199,199,186
247,15,495.0,WAIT,138,138,199,199,199,WAIT
248,15,495.0,WAIT,138,138,199,WAIT,199,WAIT
249,15,495.0,WAIT,186,138,WAIT,WAIT,WAIT,90
250,15,495.0,WAIT,138,138,199,WAIT,199,WAIT
251,15,495.0,WAIT,44,1,WAIT,WAIT,WAIT,WAIT
252,15,495.0,WAIT,236,93,93,253,93,138
253,15,495.0,WAIT,132,132,WAIT,93,WAIT,138
254,15,495.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
255,15,495.0,WAIT,186,207,79,79,79,4
256,15,495.0,WAIT,186,207,WAIT,WAIT,WAIT,WAIT
257,15,495.0,WAIT,186,245,WAIT,WAIT,WAIT,WAIT
258,15,495.0,WAIT,132,132,132,132,132,180
259,15,495.0,WAIT,184,199,WAIT,WAIT,WAIT,WAIT
260,15,495.0,WAIT,186,93,207,207,207,138
261,15,495.0,WAIT,186,245,105,195,105,231
262,15,495.0,WAIT,236,93,WAIT,207,WAIT,207
263,15,495.0,WAIT,186,138,WAIT,207,WAIT,WAIT
1,30,510.0,WAIT,206,WAIT,WAIT,WAIT,WAIT,WAIT
2,30,510.0,WAIT,132,132,WAIT,WAIT,WAIT,132
3,30,510.0,WAIT,138,138,184,184,184,184
4,30,510.0,WAIT,79,93,WAIT,WAIT,WAIT,79
5,30,510.0,WAIT,44,110,WAIT,204,WAIT,WAIT
6,30,510.0,WAIT,84,110,WAIT,WAIT,WAIT,WAIT
7,30,510.0,WAIT,186,138,207,207,207,138
8,30,510.0,WAIT,186,138,WAIT,WAIT,237,138
9,30,510.0,WAIT,138,93,93,192,93,138
10,30,510.0,WAIT,132,132,132,132,219,132
11,30,510.0,WAIT,206,245,WAIT,WAIT,WAIT,WAIT
12,30,510.0,WAIT,186,245,195,105,195,105
13,30,510.0,WAIT,186,245,105,105,105,105
14,30,510.0,WAIT,79,245,115,221,115,115
15,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,138
16,30,510.0,WAIT,138,138,93,93,93,138
17,30,510.0,WAIT,186,226,WAIT,WAIT,WAIT,79
18,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
19,30,510.0,WAIT,253,93,WAIT,WAIT,WAIT,WAIT
20,30,510.0,WAIT,138,138,199,199,199,138
21,30,510.0,WAIT,206,245,WAIT,WAIT,WAIT,WAIT
22,30,510.0,WAIT,206,245,WAIT,WAIT,WAIT,WAIT
23,30,510.0,WAIT,99,110,WAIT,WAIT,WAIT,WAIT
24,30,510.0,WAIT,236,138,WAIT,WAIT,WAIT,151
25,30,510.0,WAIT,186,245,105,105,105,105
26,30,510.0,WAIT,79,245,111,111,111,111
27,30,510.0,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT
28,30,510.0,WAIT,132,132,93,93,132,93
29,30,510.0,WAIT,39,154,WAIT,WAIT,WAIT,WAIT
30,30,510.0,WAIT,132,132,WAIT,2,WAIT,WAIT
31,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
32,30,510.0,WAIT,138,138,199,199,199,31
33,30,510.0,WAIT,186,245,WAIT,105,WAIT,87
34,30,510.0,WAIT,186,145,WAIT,WAIT,WAIT,79
35,30,510.0,WAIT,186,96,WAIT,WAIT,WAIT,WAIT
36,30,510.0,WAIT,186,207,WAIT,WAIT,WAIT,79
37,30,510.0,WAIT,186,226,WAIT,WAIT,WAIT,79
38,30,510.0,WAIT,132,132,132,WAIT,93,WAIT
39,30,510.0,WAIT,76,154,WAIT,WAIT,WAIT,WAIT
40,30,510.0,WAIT,186,245,WAIT,195,WAIT,195
41,30,510.0,WAIT,236,93,199,199,199,199
42,30,510.0,WAIT,236,93,199,199,199,199
43,30,510.0,WAIT,186,93,199,199,199,199
44,30,510.0,WAIT,5,110,WAIT,204,WAIT,WAIT
45,30,510.0,WAIT,79,206,33,33,33,79
46,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
47,30,510.0,WAIT,138,138,199,199,199,199
48,30,510.0,WAIT,186,138,WAIT,WAIT,138,WAIT
49,30,510.0,WAIT,186,33,WAIT,WAIT,WAIT,79
50,30,510.0,WAIT,186,138,WAIT,199,WAIT,48
51,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,184
52,30,510.0,WAIT,186,245,WAIT,105,WAIT,WAIT
53,30,510.0,WAIT,236,93,253,93,253,138
54,30,510.0,WAIT,186,245,195,195,195,195
55,30,510.0,WAIT,206,245,WAIT,WAIT,WAIT,WAIT
56,30,510.0,WAIT,186,93,93,93,93,138
57,30,510.0,WAIT,186,132,93,WAIT,93,138
58,30,510.0,WAIT,138,93,WAIT,WAIT,WAIT,184
59,30,510.0,WAIT,138,93,199,199,199,WAIT
60,30,510.0,WAIT,138,93,199,199,199,199
61,30,510.0,WAIT,186,106,WAIT,WAIT,WAIT,WAIT
62,30,510.0,WAIT,186,111,WAIT,WAIT,WAIT,WAIT
63,30,510.0,WAIT,132,132,132,132,258,132
64,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
65,30,510.0,WAIT,186,105,105,105,105,105
66,30,510.0,WAIT,186,33,WAIT,WAIT,WAIT,79
67,30,510.0,WAIT,206,245,245,245,245,WAIT
68,30,510.0,WAIT,186,138,199,249,186,249
69,30,510.0,WAIT,138,93,199,199,199,199
70,30,510.0,WAIT,186,93,WAIT,WAIT,WAIT,138
71,30,510.0,WAIT,79,111,WAIT,WAIT,WAIT,79
72,30,510.0,WAIT,79,155,WAIT,WAIT,WAIT,WAIT
73,30,510.0,WAIT,262,93,93,192,93,138
74,30,510.0,WAIT,236,93,199,199,199,138
75,30,510.0,WAIT,236,93,199,199,199,199
76,30,510.0,WAIT,132,132,132,132,WAIT,WAIT
77,30,510.0,WAIT,132,132,132,WAIT,132,WAIT
78,30,510.0,WAIT,138,138,199,199,199,199
79,30,510.0,WAIT,186,138,WAIT,WAIT,262,WAIT
80,30,510.0,WAIT,186,138,WAIT,226,WAIT,79
81,30,510.0,WAIT,184,199,WAIT,WAIT,WAIT,WAIT
82,30,510.0,WAIT,186,138,138,138,138,138
83,30,510.0,WAIT,186,138,WAIT,WAIT,WAIT,138
84,30,510.0,WAIT,99,110,WAIT,WAIT,WAIT,WAIT
85,30,510.0,WAIT,186,111,WAIT,WAIT,WAIT,WAIT
86,30,510.0,WAIT,132,132,WAIT,WAIT,WAIT,117
87,30,510.0,WAIT,186,245,105,105,105,105
88,30,510.0,WAIT,186,245,195,105,195,105
89,30,510.0,WAIT,79,245,WAIT,WAIT,WAIT,WAIT
90,30,510.0,WAIT,186,138,WAIT,WAIT,WAIT,249
91,30,510.0,WAIT,39,154,WAIT,WAIT,WAIT,WAIT
92,30,510.0,WAIT,236,93,93,93,93,138
93,30,510.0,WAIT,132,132,WAIT,WAIT,WAIT,138
94,30,510.0,WAIT,138,138,199,199,199,138
95,30,510.0,WAIT,132,132,93,93,93,138
96,30,510.0,WAIT,132,132,WAIT,WAIT,WAIT,WAIT
97,30,510.0,WAIT,186,195,WAIT,WAIT,WAIT,79
98,30,510.0,WAIT,138,93,93,93,93,138
99,30,510.0,WAIT,84,110,WAIT,WAIT,WAIT,WAIT
100,30,510.0,WAIT,186,138,199,70,138,186
101,30,510.0,WAIT,252,93,WAIT,WAIT,WAIT,WAIT
102,30,510.0,WAIT,186,132,132,WAIT,132,96
103,30,510.0,WAIT,186,1,WAIT,105,WAIT,WAIT
104,30,510.0,WAIT,186,1,WAIT,WAIT,WAIT,WAIT
105,30,510.0,WAIT,186,245,WAIT,WAIT,WAIT,WAIT
106,30,510.0,WAIT,186,245,195,195,195,105
107,30,510.0,WAIT,186,93,WAIT,WAIT,WAIT,WAIT
108,30,510.0,WAIT,206,245,WAIT,WAIT,WAIT,WAIT
109,30,510.0,WAIT,99,110,WAIT,110,WAIT,WAIT
110,30,510.0,WAIT,84,WAIT,WAIT,WAIT,WAIT,WAIT
111,30,510.0,WAIT,186,245,WAIT,WAIT,WAIT,257
112,30,510.0,WAIT,186,138,226,226,226,79
113,30,510.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
114,30,510.0,WAIT,186,138,WAIT,WAIT,WAIT,113
115,30,510.0,WAIT,176,110,WAIT,WAIT,WAIT,WAIT
116,30,510.0,WAIT,236,138,WAIT,WAIT,WAIT,WAIT
117,30,510.0,WAIT,30,2,WAIT,WAIT,86,WAIT
118,30,510.0,WAIT,110,110,WAIT,WAIT,WAIT,WAIT
119,30,510.0,WAIT,138,138,199,199,199,199
120,30,510.0,WAIT,236,138,199,199,199,WAIT
121,30,510.0,WAIT,132,132,93,93,93,138
122,30,510.0,WAIT,132,132,132,WAIT,132,WAIT
123,30,510.0,WAIT,89,154,WAIT,WAIT,WAIT,154
124,30,510.0,WAIT,132,132,132,132,WAIT,132
125,30,510.0,WAIT,186,207,WAIT,WAIT,WAIT,249
126,30,510.0,WAIT,138,138,199,199,199,199
127,30,510.0,WAIT,138,138,199,199,199,128
128,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
129,30,510.0,WAIT,186,138,207,WAIT,207,138
130,30,510.0,WAIT,132,132,132,132,28,132
131,30,510.0,WAIT,132,132,132,93,132,138
132,30,510.0,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT,WAIT
133,30,510.0,WAIT,186,245,WAIT,WAIT,WAIT,WAIT
134,30,510.0,WAIT,132,132,WAIT,WAIT,WAIT,138
135,30,510.0,WAIT,132,132,93,93,93,138
136,30,510.0,WAIT,138,138,199,199,199,138
137,30,510.0,WAIT,186,93,70,70,70,138
138,30,510.0,WAIT,186,93,199,WAIT,WAIT,199
139,30,510.0,WAIT,132,132,132,132,WAIT,132
140,30,510.0,WAIT,236,138,199,199,199,199
141,30,510.0,WAIT,186,93,WAIT,199,162,WAIT
142,30,510.0,WAIT,186,138,WAIT,WAIT,237,WAIT
143,30,510.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
144,30,510.0,WAIT,79,138,WAIT,WAIT,WAIT,79
145,30,510.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
146,30,510.0,WAIT,186,93,WAIT,WAIT,WAIT,WAIT
147,30,510.0,WAIT,138,138,199,199,199,199
148,30,510.0,WAIT,79,138,WAIT,WAIT,WAIT,144
149,30,510.0,WAIT,91,154,154,154,154,154
150,30,510.0,WAIT,39,154,WAIT,154,WAIT,154
151,30,510.0,WAIT,236,138,WAIT,WAIT,236,WAIT
152,30,510.0,WAIT,236,138,199,199,199,199
153,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
154,30,510.0,WAIT,39,WAIT,WAIT,WAIT,WAIT,WAIT
155,30,510.0,WAIT,39,154,154,154,154,154
156,30,510.0,WAIT,99,1,WAIT,WAIT,WAIT,WAIT
157,30,510.0,WAIT,186,138,WAIT,WAIT,WAIT,138
158,30,510.0,WAIT,186,207,WAIT,WAIT,WAIT,249
159,30,510.0,WAIT,138,93,199,199,199,199
160,30,510.0,WAIT,186,138,WAIT,WAIT,WAIT,138
161,30,510.0,WAIT,186,93,199,199,70,199
162,30,510.0,WAIT,186,93,199,199,93,199
163,30,510.0,WAIT,186,93,199,199,93,199
164,30,510.0,WAIT,186,138,199,70,WAIT,186
165,30,510.0,WAIT,79,111,WAIT,WAIT,WAIT,89
166,30,510.0,WAIT,236,138,199,199,199,199
167,30,510.0,WAIT,138,93,199,199,199,199
168,30,510.0,WAIT,236,138,199,199,199,199
169,30,510.0,WAIT,138,138,199,WAIT,199,199
170,30,510.0,WAIT,186,93,WAIT,70,70,WAIT
171,30,510.0,WAIT,262,138,93,93,93,138
172,30,510.0,WAIT,109,110,WAIT,WAIT,WAIT,WAIT
173,30,510.0,WAIT,186,93,70,70,70,138
174,30,510.0,WAIT,138,138,199,199,199,240
175,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
176,30,510.0,WAIT,84,110,WAIT,110,WAIT,WAIT
177,30,510.0,WAIT,186,132,WAIT,WAIT,WAIT,WAIT
178,30,510.0,WAIT,89,245,WAIT,WAIT,WAIT,WAIT
179,30,510.0,WAIT,186,138,WAIT,138,WAIT,138
180,30,510.0,WAIT,132,132,132,132,96,132
181,30,510.0,WAIT,186,245,195,106,195,79
182,30,510.0,WAIT,138,93,199,199,199,138
183,30,510.0,WAIT,138,93,WAIT,WAIT,WAIT,184
184,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
185,30,510.0,WAIT,138,138,199,199,199,138
186,30,510.0,WAIT,WAIT,138,WAIT,WAIT,WAIT,WAIT
187,30,510.0,WAIT,23,1,WAIT,WAIT,WAIT,WAIT
188,30,510.0,WAIT,186,111,WAIT,WAIT,WAIT,79
189,30,510.0,WAIT,186,195,WAIT,WAIT,WAIT,79
190,30,510.0,WAIT,186,195,WAIT,WAIT,WAIT,WAIT
191,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
192,30,510.0,WAIT,262,93,93,93,93,138
193,30,510.0,WAIT,186,93,262,262,262,262
194,30,510.0,WAIT,236,138,199,199,199,199
195,30,510.0,WAIT,186,245,WAIT,WAIT,WAIT,WAIT
196,30,510.0,WAIT,186,138,93,93,93,138
197,30,510.0,WAIT,132,132,132,132,132,132
198,30,510.0,WAIT,186,132,132,WAIT,132,79
199,30,510.0,WAIT,186,138,WAIT,WAIT,262,WAIT
200,30,510.0,WAIT,128,WAIT,WAIT,WAIT,WAIT,WAIT
201,30,510.0,WAIT,27,86,WAIT,WAIT,WAIT,WAIT
202,30,510.0,WAIT,186,138,199,207,199,262
203,30,510.0,WAIT,132,132,132,219,38,132
204,30,510.0,WAIT,109,110,WAIT,WAIT,WAIT,WAIT
205,30,510.0,WAIT,132,132,132,WAIT,132,WAIT
206,30,510.0,WAIT,231,110,WAIT,WAIT,WAIT,WAIT
207,30,510.0,WAIT,186,138,WAIT,WAIT,WAIT,WAIT
208,30,510.0,WAIT,138,138,199,199,199,138
209,30,510.0,WAIT,186,105,105,105,105,105
210,30,510.0,WAIT,39,154,154,154,154,154
211,30,510.0,WAIT,186,70,WAIT,WAIT,WAIT,249
212,30,510.0,WAIT,138,138,199,199,199,199
213,30,510.0,WAIT,138,138,199,199,199,138
214,30,510.0,WAIT,176,110,WAIT,WAIT,WAIT,WAIT
215,30,510.0,WAIT,132,132,132,132,132,132
216,30,510.0,WAIT,132,132,132,132,WAIT,132
217,30,510.0,WAIT,186,226,WAIT,79,WAIT,79
218,30,510.0,WAIT,132,132,132,132,219,132
219,30,510.0,WAIT,132,132,132,132,WAIT,132
220,30,510.0,WAIT,199,199,WAIT,WAIT,WAIT,128
221,30,510.0,WAIT,84,110,WAIT,206,WAIT,115
222,30,510.0,WAIT,132,132,132,WAIT,132,WAIT
223,30,510.0,WAIT,186,138,199,138,199,138
224,30,510.0,WAIT,186,93,WAIT,WAIT,WAIT,79
225,30,510.0,WAIT,186,226,WAIT,WAIT,WAIT,79
226,30,510.0,WAIT,186,93,WAIT,WAIT,WAIT,WAIT
227,30,510.0,WAIT,186,245,111,111,111,111
228,30,510.0,WAIT,186,245,111,195,111,111
229,30,510.0,WAIT,186,93,WAIT,199,WAIT,WAIT
230,30,510.0,WAIT,186,138,WAIT,199,253,WAIT
231,30,510.0,WAIT,186,206,WAIT,WAIT,WAIT,WAIT
232,30,510.0,WAIT,79,138,148,WAIT,148,79
233,30,510.0,WAIT,186,93,199,70,199,138
234,30,510.0,WAIT,186,138,70,70,70,113
235,30,510.0,WAIT,138,138,199,199,199,138
236,30,510.0,WAIT,262,93,WAIT,199,79,199
237,30,510.0,WAIT,186,93,WAIT,199,93,199
238,30,510.0,WAIT,186,138,WAIT,WAIT,239,WAIT
239,30,510.0,WAIT,186,138,WAIT,WAIT,70,WAIT
240,30,510.0,WAIT,199,199,WAIT,WAIT,WAIT,WAIT
241,30,510.0,WAIT,138,138,199,199,199,240
242,30,510.0,WAIT,138,93,199,199,199,184
243,30,510.0,WAIT,138,138,199,199,199,138
244,30,510.0,WAIT,236,138,199,199,199,199
245,30,510.0,WAIT,84,110,WAIT,WAIT,WAIT,WAIT
246,30,510.0,WAIT,186,138,199,199,199,186
247,30,510.0,WAIT,138,93,199,199,199,199
248,30,510.0,WAIT,138,93,199,199,199,199
249,30,510.0,WAIT,186,138,WAIT,WAIT,237,WAIT
250,30,510.0,WAIT,138,138,199,199,199,138
251,30,510.0,WAIT,23,110,WAIT,WAIT,WAIT,WAIT
252,30,510.0,WAIT,236,93,93,WAIT,93,138
253,30,510.0,WAIT,132,132,WAIT,93,WAIT,138
254,30,510.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
255,30,510.0,WAIT,186,207,79,4,79,79
256,30,510.0,WAIT,186,207,WAIT,WAIT,WAIT,79
257,30,510.0,WAIT,186,245,WAIT,WAIT,WAIT,111
258,30,510.0,WAIT,132,132,132,WAIT,WAIT,96
259,30,510.0,WAIT,184,51,WAIT,WAIT,WAIT,WAIT
260,30,510.0,WAIT,186,138,207,207,207,138
261,30,510.0,WAIT,186,245,105,105,105,105
262,30,510.0,WAIT,WAIT,138,WAIT,199,WAIT,WAIT
263,30,510.0,WAIT,262,93,WAIT,199,WAIT,WAIT
1,45,525.0,WAIT,251,WAIT,WAIT,WAIT,WAIT,WAIT
2,45,525.0,WAIT,132,132,WAIT,WAIT,WAIT,WAIT
3,45,525.0,WAIT,138,138,199,184,199,184
4,45,525.0,WAIT,79,93,WAIT,WAIT,WAIT,79
5,45,525.0,WAIT,WAIT,110,WAIT,WAIT,WAIT,WAIT
6,45,525.0,WAIT,156,110,WAIT,WAIT,WAIT,214
7,45,525.0,WAIT,186,93,WAIT,138,WAIT,262
8,45,525.0,WAIT,186,93,WAIT,138,WAIT,138
9,45,525.0,WAIT,138,138,93,93,93,138
10,45,525.0,WAIT,132,132,132,WAIT,WAIT,WAIT
11,45,525.0,WAIT,187,187,WAIT,221,WAIT,221
12,45,525.0,WAIT,186,105,195,195,195,105
13,45,525.0,WAIT,186,105,195,195,195,105
14,45,525.0,WAIT,79,195,221,221,221,221
15,45,525.0,WAIT,138,93,WAIT,WAIT,WAIT,WAIT
16,45,525.0,WAIT,138,138,93,WAIT,93,15
17,45,525.0,WAIT,186,33,WAIT,WAIT,WAIT,79
18,45,525.0,WAIT,138,138,199,199,199,59
19,45,525.0,WAIT,253,93,WAIT,WAIT,WAIT,64
20,45,525.0,WAIT,138,138,199,199,199,59
21,45,525.0,WAIT,206,206,WAIT,WAIT,WAIT,WAIT
22,45,525.0,WAIT,206,206,WAIT,WAIT,WAIT,WAIT
23,45,525.0,WAIT,WAIT,110,WAIT,WAIT,WAIT,WAIT
24,45,525.0,WAIT,236,138,WAIT,199,WAIT,151
25,45,525.0,WAIT,186,195,195,105,195,105
26,45,525.0,WAIT,79,195,111,111,111,111
27,45,525.0,WAIT,WAIT,86,WAIT,WAIT,WAIT,WAIT
28,45,525.0,WAIT,132,132,93,93,WAIT,96
29,45,525.0,WAIT,154,55,WAIT,WAIT,WAIT,154
30,45,525.0,WAIT,132,132,WAIT,WAIT,132,WAIT
31,45,525.0,WAIT,138,138,WAIT,199,WAIT,WAIT
32,45,525.0,WAIT,138,138,199,199,199,31
33,45,525.0,WAIT,186,195,105,105,105,105
34,45,525.0,WAIT,186,195,WAIT,WAIT,WAIT,79
35,45,525.0,WAIT,186,96,WAIT,WAIT,WAIT,79
36,45,525.0,WAIT,186,207,WAIT,WAIT,WAIT,79
37,45,525.0,WAIT,186,160,WAIT,WAIT,WAIT,79
38,45,525.0,WAIT,132,132,132,WAIT,WAIT,WAIT
39,45,525.0,WAIT,WAIT,154,WAIT,WAIT,WAIT,WAIT
40,45,525.0,WAIT,186,105,195,195,195,105
41,45,525.0,WAIT,236,93,199,199,199,151
42,45,525.0,WAIT,236,138,199,199,199,199
43,45,525.0,WAIT,236,93,199,199,199,239
44,45,525.0,WAIT,WAIT,110,WAIT,WAIT,WAIT,WAIT
45,45,525.0,WAIT,186,195,195,195,195,79
46,45,525.0,WAIT,138,138,WAIT,WAIT,WAIT,WAIT
47,45,525.0,WAIT,138,138,199,199,199,59
48,45,525.0,WAIT,186,138,WAIT,WAIT,237,WAIT
49,45,525.0,WAIT,186,195,WAIT,WAIT,WAIT,79
50,45,525.0,WAIT,186,138,WAIT,WAIT,WAIT,48
51,45,525.0,WAIT,138,138,WAIT,WAIT,WAIT,184
52,45,525.0,WAIT,186,105,WAIT,105,WAIT,105
53,45,525.0,WAIT,236,93,253,93,253,138
54,45,525.0,WAIT,186,105,195,195,195,105
55,45,525.0,WAIT,206,176,WAIT,WAIT,WAIT,6
56,45,525.0,WAIT,186,138,93,93,93,138
57,45,525.0,WAIT,186,132,93,70,93,138
58,45,525.0,WAIT,138,93,WAIT,199,WAIT,184
59,45,525.0,WAIT,138,93,199,199,199,WAIT
60,45,525.0,WAIT,138,93,199,199,199,138
61,45,525.0,WAIT,186,106,WAIT,WAIT,WAIT,79
62,45,525.0,WAIT,186,106,WAIT,WAIT,WAIT,79
63,45,525.0,WAIT,132,132,132,WAIT,79,96
64,45,525.0,WAIT,253,93,WAIT,WAIT,WAIT,WAIT
65,45,525.0,WAIT,186,195,105,105,105,105
66,45,525.0,WAIT,186,195,WAIT,WAIT,WAIT,79
67,45,525.0,WAIT,231,187,221,221,221,221
68,45,525.0,WAIT,186,138,195,186,WAIT,186
69,45,525.0,WAIT,138,93,199,199,199,199
70,45,525.0,WAIT,186,138,WAIT,WAIT,236,138
71,45,525.0,WAIT,79,257,WAIT,WAIT,WAIT,79
72,45,525.0,WAIT,79,190,WAIT,WAIT,WAIT,WAIT
73,45,525.0,WAIT,262,138,93,93,93,138
74,45,525.0,WAIT,236,93,199,199,199,138
75,45,525.0,WAIT,236,93,199,199,199,138
76,45,525.0,WAIT,132,132,132,WAIT,WAIT,96
77,45,525.0,WAIT,132,132,132,WAIT,96,79
78,45,525.0,WAIT,138,138,199,199,199,59
79,45,525.0,WAIT,WAIT,138,WAIT,WAIT,262,WAIT
80,45,525.0,WAIT,186,138,226,226,226,79
81,45,525.0,WAIT,199,199,WAIT,WAIT,WAIT,184
82,45,525.0,WAIT,186,138,138,70,138,138
83,45,525.0,WAIT,186,93,WAIT,138,WAIT,138
84,45,525.0,WAIT,WAIT,110,WAIT,WAIT,WAIT,WAIT
85,45,525.0,WAIT,186,111,WAIT,WAIT,WAIT,79
86,45,525.0,WAIT,132,132,WAIT,WAIT,WAIT,WAIT
87,45,525.0,WAIT,186,105,195,195,195,105
88,45,525.0,WAIT,186,105,195,195,195,105
89,45,525.0,WAIT,79,206,WAIT,WAIT,WAIT,WAIT
90,45,525.0,WAIT,186,138,WAIT,WAIT,WAIT,249
91,45,525.0,WAIT,WAIT,154,WAIT,WAIT,WAIT,WAIT
92,45,525.0,WAIT,236,138,93,93,WAIT,138
93,45,525.0,WAIT,132,132,WAIT,WAIT,199,138
94,45,525.0,WAIT,138,138,199,199,199,59
95,45,525.0,WAIT,132,132,93,93,WAIT,93
96,45,525.0,WAIT,186,132,WAIT,WAIT,WAIT,WAIT
97,45,525.0,WAIT,186,195,195,79,195,79
98,45,525.0,WAIT,138,138,93,93,WAIT,WAIT
