zone_id,zone_name,borough,service_zone,centroid_x,centroid_y,centroid_lon,centroid_lat,area_sqft
215,South Jamaica,Queens,Boro Zone,1042216.2459479597,192344.28083004424,-73.79096478957263,40.69442751519797,39972230.58268852
216,South Ozone Park,Queens,Boro Zone,1034328.3000648457,185669.03225079025,-73.8194594633455,40.67615367273836,82470628.52251191
217,South Williamsburg,Brooklyn,Boro Zone,995729.6302937921,195734.9381403171,-73.95859683039497,40.70391646835313,11589866.309574317
218,Springfield Gardens North,Queens,Boro Zone,1047209.1610987317,184218.4311918923,-73.77303557005415,40.67208987326582,28428552.402730122
219,Springfield Gardens South,Queens,Boro Zone,1049585.194577725,180616.2541370329,-73.7645050464996,40.6621855181538,43279418.01452192
220,Spuyten Duyvil/Kingsbridge,Bronx,Boro Zone,1008953.1291249457,260773.7150891078,-73.91066491034807,40.882403144304526,23223644.378354277
221,Stapleton,Staten Island,Boro Zone,963788.5728740784,164718.9103742411,-74.07370335971028,40.61876814401099,46530633.74283072
222,Starrett City,Brooklyn,Boro Zone,1016880.3445569858,175209.80327776715,-73.88241274352464,40.64752693460751,11597852.174516384
223,Steinway,Queens,Boro Zone,1010448.2493393868,222528.47602007707,-73.9054073938334,40.77742668296697,57778686.83065572
224,Stuy Town/Peter Cooper Village,Manhattan,Yellow Zone,990735.9403089168,205899.41753291615,-73.97659759721292,40.73182059189006,5569389.563075179
225,Stuyvesant Heights,Brooklyn,Boro Zone,1003139.565788068,190001.9666835319,-73.93188776883784,40.68816808255134,31406620.390869126
226,Sunnyside,Queens,Boro Zone,1005124.9821983831,208048.82712851572,-73.92467277449282,40.73769793411764,74853694.40681581
227,Sunset Park East,Brooklyn,Boro Zone,982958.7984940856,173132.83396129613,-74.00465260064145,40.64188612045834,27129234.58402947
228,Sunset Park West,Brooklyn,Boro Zone,981122.0045878767,176946.79144550333,-74.0112729089247,40.65235415076564,50069291.20773549
229,Sutton Place/Turtle Bay North,Manhattan,Yellow Zone,993906.1723071609,214975.36687718582,-73.96514581878095,40.75672890813223,6417642.511468004
230,Times Sq/Theatre District,Manhattan,Yellow Zone,988628.0600467023,216099.1397683868,-73.98419655675737,40.759817566309465,5661414.245116176
231,TriBeCa/Civic Center,Manhattan,Yellow Zone,982065.7013854686,200780.54042725134,-74.0078796687525,40.717772624799224,11946736.342900392
232,Two Bridges/Seward Park,Manhattan,Yellow Zone,988955.8875201414,199673.27702499644,-73.98302469110321,40.71473247007343,15226518.533380166
233,UN/Turtle Bay South,Manhattan,Yellow Zone,992439.5608777382,212491.9358422481,-73.97044261148469,40.74991400028384,6142575.317758338
234,Union Sq,Manhattan,Yellow Zone,986894.2367963481,209001.62663046308,-73.9904579133977,40.74033737258096,7380800.90718875
235,University Heights/Morris Heights,Bronx,Boro Zone,1007494.9920085217,249885.02158991544,-73.91597580806709,40.85252096967172,21250913.928515624
236,Upper East Side North,Manhattan,Yellow Zone,996155.3867656847,223613.7535760244,-73.95701192571859,40.78043629001211,10379105.648170575
237,Upper East Side South,Manhattan,Yellow Zone,993769.0237137815,219305.82782555217,-73.96563472764679,40.76861505664575,9686909.777705535
238,Upper West Side North,Manhattan,Yellow Zone,991712.7644413216,227717.51805898765,-73.9730488247599,40.79170489453925,12279484.407321375
239,Upper West Side South,Manhattan,Yellow Zone,990167.4982917221,224895.87216479488,-73.97863191501314,40.78396140232239,13130955.519968634
240,Van Cortlandt Park,Bronx,Boro Zone,1016879.869198504,265226.43863678636,-73.88197740171728,40.89459870941774,72740185.01924427
241,Van Cortlandt Village,Bronx,Boro Zone,1013115.8817520497,258631.99219990108,-73.89562019423215,40.876512149833516,25660471.622431714
242,Van Nest/Morris Park,Bronx,Boro Zone,1025564.8278476673,247818.58816932616,-73.85067120117776,40.846783165013896,36295831.64587281
243,Washington Heights North,Manhattan,Boro Zone,1002830.5879831794,251552.22868853094,-73.93283170504228,40.857108002782724,22663587.66791442
244,Washington Heights South,Manhattan,Boro Zone,1000464.3110476533,245939.88065875435,-73.94139929841424,40.84170843286747,23099933.926306713
245,West Brighton,Staten Island,Boro Zone,955698.9158310394,168837.0586013862,-74.10286021352394,40.630049214870475,47142823.45380622
246,West Chelsea/Hudson Yards,Manhattan,Yellow Zone,983137.466109154,213727.4000817298,-74.00401551098165,40.75330875946255,12850773.462314
247,West Concourse,Bronx,Boro Zone,1005169.1230273262,241308.75707519878,-73.9244099256833,40.82898744957318,19367747.978153605
248,West Farms/Bronx River,Bronx,Boro Zone,1019590.3761034976,243211.97877621523,-73.87228957125745,40.834165310932306,15082002.295137988
249,West Village,Manhattan,Yellow Zone,983453.2246483457,206902.40799528995,-74.00287502314927,40.73457589628757,7291594.809119437
250,Westchester Village/Unionport,Bronx,Boro Zone,1026135.8006293959,242470.43505891712,-73.84864087551631,40.83210137235689,23950873.703156713
251,Westerleigh,Staten Island,Boro Zone,949450.1344788744,164047.36514970663,-74.12534780784381,40.61688017760985,63293010.92007147
252,Whitestone,Queens,Boro Zone,1035297.1584300715,226490.62684080808,-73.81565687221273,40.78819313151885,69046897.85768285
253,Willets Point,Queens,Boro Zone,1028229.9452522065,216434.84686612728,-73.84124397042739,40.76063069299949,6405676.522680187
254,Williamsbridge/Olinville,Bronx,Boro Zone,1023253.9608941409,260702.71418530465,-73.85894862514452,40.882156652347604,36273515.16575629
255,Williamsburg (North Side),Brooklyn,Boro Zone,996053.8033052003,201159.03335346075,-73.95741813772918,40.71880389196212,14747138.267599918
256,Williamsburg (South Side),Brooklyn,Boro Zone,995365.8780821689,198271.799699528,-73.95990457422253,40.710880017563596,14154349.855881564
257,Windsor Terrace,Brooklyn,Boro Zone,990359.3815942473,177405.49666927903,-73.97798212852373,40.65361164157177,14042547.939992102
258,Woodhaven,Queens,Boro Zone,1024249.8716237351,190229.06962103507,-73.85576671853391,40.68872119747495,37001317.65598775
259,Woodlawn/Wakefield,Bronx,Boro Zone,1025106.2307871642,266453.4145522804,-73.85221512421664,40.89793210648794,39741249.57591619
260,Woodside,Queens,Boro Zone,1010211.9773426988,210434.8918941504,-73.90630719190789,40.74423361478699,42637971.619213834
261,World Trade Center,Manhattan,Yellow Zone,980639.5117675496,197635.1737024674,-74.01302283778836,40.709138876288186,3468847.4785047784
262,Yorkville East,Manhattan,Yellow Zone,999064.7250824339,221974.400787808,-73.94651047848446,40.77593230221761,6957825.7527914625
263,Yorkville West,Manhattan,Yellow Zone,997817.9196611019,223005.98840944972,-73.9510100659439,40.77876573980772,6636393.989018512
