zone,time_bin,minutes_elapsed,best_action_zone,best_action_name,value,immediate_reward,action_travel_time_min,action_distance_miles
222,0,0.0,222,Starrett City,1.0929064679567029,0.1516124265754283,15.0,0.0
222,1,15.0,222,Starrett City,0.9704062282281181,0.1516124265754283,15.0,0.0
222,2,30.0,222,Starrett City,0.8441173212914328,0.1516124265754283,15.0,0.0
222,3,45.0,222,Starrett City,0.7139225718721697,0.1516124265754283,15.0,0.0
222,4,60.0,222,Starrett City,0.5797011807182901,0.1516124265754283,15.0,0.0
222,5,75.0,222,Starrett City,0.44132861251841426,0.1516124265754283,15.0,0.0
222,6,90.0,222,Starrett City,0.29867648035359373,0.1516124265754283,15.0,0.0
222,7,105.0,222,Starrett City,0.1516124265754283,0.1516124265754283,15.0,0.0
253,0,0.0,93,Flushing Meadows-Corona Park,3.247941517816242,0.5210988579342986,6.886066353482687,1.3772132706965374
253,1,15.0,93,Flushing Meadows-Corona Park,2.8930695385487493,0.5210988579342986,6.886066353482687,1.3772132706965374
253,2,30.0,93,Flushing Meadows-Corona Park,2.5272221372420565,0.5210988579342986,6.886066353482687,1.3772132706965374
253,3,45.0,93,Flushing Meadows-Corona Park,2.150059867853713,0.5210988579342986,6.886066353482687,1.3772132706965374
253,4,60.0,93,Flushing Meadows-Corona Park,1.76123278601006,0.5210988579342986,6.886066353482687,1.3772132706965374
253,5,75.0,93,Flushing Meadows-Corona Park,1.3603801243155722,0.5210988579342986,6.886066353482687,1.3772132706965374
253,6,90.0,93,Flushing Meadows-Corona Park,0.9471299576202243,0.5210988579342986,6.886066353482687,1.3772132706965374
253,7,105.0,93,Flushing Meadows-Corona Park,0.5210988579342986,0.5210988579342986,6.886066353482687,1.3772132706965374
258,0,0.0,258,Woodhaven,0.8435712548600318,0.11702363256914614,15.0,0.0
258,1,15.0,258,Woodhaven,0.7490181673101914,0.11702363256914614,15.0,0.0
258,2,30.0,258,Woodhaven,0.6515407574649952,0.11702363256914614,15.0,0.0
258,3,45.0,258,Woodhaven,0.5510485823668547,0.11702363256914614,15.0,0.0
258,4,60.0,258,Woodhaven,0.4474484018533078,0.11702363256914614,15.0,0.0
258,5,75.0,258,Woodhaven,0.3406440920455275,0.11702363256914614,15.0,0.0
258,6,90.0,258,Woodhaven,0.23053655616121788,0.11702363256914614,15.0,0.0
258,7,105.0,258,Woodhaven,0.11702363256914614,0.11702363256914614,15.0,0.0
